20200509;120000;9.631.0000000;9.657.5000000;9.519.4700000;9.634.9800000;488
20200509;130000;9.631.2800000;9.691.9100000;9.607.1700000;9.672.3300000;505
20200509;140000;9.669.7100000;9.720.0000000;9.622.8100000;9.719.5200000;565
20200509;150000;9.719.5200000;9.719.9900000;9.663.3000000;9.700.0400000;191
20200509;160000;9.701.6500000;9.704.9200000;9.632.6500000;9.690.1100000;208
20200509;170000;9.689.3600000;9.781.0600000;9.677.3700000;9.763.9300000;434
20200509;180000;9.763.9300000;9.797.5400000;9.735.5500000;9.782.0200000;268
20200509;190000;9.783.3100000;9.794.9900000;9.727.2700000;9.747.6200000;222
20200509;200000;9.748.9000000;9.772.5100000;9.735.7500000;9.738.8500000;72
20200509;210000;9.745.9600000;9.777.9400000;9.604.6000000;9.650.7600000;429
20200509;220000;9.657.4000000;9.660.0000000;9.582.4900000;9.602.8000000;361
20200509;230000;9.608.9500000;9.674.9000000;9.565.2600000;9.604.4100000;376
20200510;000000;9.601.8100000;9.635.5500000;9.515.4000000;9.546.5600000;433
20200510;010000;9.527.3100000;9.565.2000000;8.109.0000000;8.711.4500000;7.007
20200510;020000;8.705.0400000;8.778.6300000;8.557.8200000;8.720.9000000;1.952
20200510;030000;8.719.3800000;8.722.8800000;8.642.9200000;8.668.9000000;581
20200510;040000;8.661.6500000;8.679.2700000;8.352.3400000;8.629.0400000;1.777
20200510;050000;8.627.6200000;8.627.6200000;8.463.0000000;8.566.4400000;881
20200510;060000;8.562.2200000;8.663.9200000;8.548.2200000;8.630.4400000;420
20200510;070000;8.628.8200000;8.638.5700000;8.570.8900000;8.605.3800000;699
20200510;080000;8.607.8300000;8.851.0200000;8.601.8400000;8.830.0900000;1.302
20200510;090000;8.817.1500000;8.912.0000000;8.775.9600000;8.819.3200000;1.267
20200510;100000;8.818.7200000;8.865.0500000;8.747.6100000;8.760.0300000;629
20200510;110000;8.759.7000000;8.837.1300000;8.697.0600000;8.822.9200000;414
20200510;120000;8.822.6300000;8.822.6700000;8.643.9600000;8.735.2800000;821
20200510;130000;8.733.6700000;8.773.3200000;8.691.9200000;8.722.0200000;251
20200510;140000;8.716.1700000;8.824.8900000;8.694.7500000;8.782.8300000;399
20200510;150000;8.773.7600000;8.794.8200000;8.620.0700000;8.671.6300000;718
20200510;160000;8.670.4800000;8.727.0200000;8.585.5300000;8.658.5100000;1.082
20200510;170000;8.652.5400000;8.695.1600000;8.267.9100000;8.279.4200000;3.523
20200510;180000;8.279.3700000;8.600.0000000;8.267.9100000;8.522.7700000;1.443
20200510;190000;8.534.8500000;8.567.0000000;8.438.9300000;8.496.4900000;249
20200510;200000;8.494.1100000;8.576.0300000;8.490.6500000;8.513.2900000;342
20200510;210000;8.515.8300000;8.788.4300000;8.515.8300000;8.670.7500000;1.264
20200510;220000;8.680.9800000;8.788.0000000;8.680.3200000;8.729.4600000;351
20200510;230000;8.725.2000000;8.805.3800000;8.689.9500000;8.784.2800000;390
20200511;000000;8.784.2800000;8.844.5800000;8.627.8500000;8.731.1700000;1.069
20200511;010000;8.740.8800000;8.815.9500000;8.709.5600000;8.784.2200000;359
20200511;020000;8.784.2300000;8.784.2300000;8.695.1600000;8.717.9400000;161
20200511;030000;8.717.5200000;8.771.9100000;8.701.1500000;8.753.5300000;157
20200511;040000;8.758.3800000;8.778.8000000;8.668.4800000;8.699.1000000;330
20200511;050000;8.699.9700000;8.719.8200000;8.626.5900000;8.638.5500000;308
20200511;060000;8.631.4900000;8.710.2500000;8.622.4500000;8.695.6900000;216
20200511;070000;8.696.8300000;8.743.4600000;8.672.0000000;8.695.9900000;138
20200511;080000;8.695.9600000;8.717.0300000;8.630.0000000;8.673.4500000;429
20200511;090000;8.667.1700000;8.693.5000000;8.574.0200000;8.645.0000000;631
20200511;100000;8.640.4600000;8.650.0900000;8.458.0500000;8.494.5200000;988
20200511;110000;8.495.7800000;8.899.0000000;8.491.6400000;8.810.7500000;2.098
20200511;120000;8.810.8500000;8.999.0000000;8.750.0100000;8.936.0200000;1.478
20200511;130000;8.936.0200000;9.182.9700000;8.781.1000000;8.868.9900000;3.481
20200511;140000;8.868.9900000;8.974.9000000;8.760.8800000;8.849.0000000;1.549
20200511;150000;8.855.9900000;8.943.7800000;8.799.9900000;8.868.9900000;1.891
20200511;160000;8.874.0100000;8.968.7400000;8.807.3000000;8.892.8600000;1.031
20200511;170000;8.894.6100000;8.933.0600000;8.366.0000000;8.612.8000000;2.801
20200511;180000;8.612.1800000;8.676.2800000;8.431.7600000;8.509.8300000;2.465
20200511;190000;8.511.8100000;8.657.0000000;8.181.0000000;8.606.2100000;5.502
20200511;200000;8.600.5200000;8.772.3000000;8.418.3600000;8.759.2800000;2.881
20200511;210000;8.752.7100000;8.821.8300000;8.582.7200000;8.642.5900000;1.132
20200511;220000;8.640.9200000;8.705.6000000;8.472.1600000;8.593.1100000;478
20200511;230000;8.592.1100000;8.649.3900000;8.524.3900000;8.608.1100000;360
20200512;000000;8.608.5100000;8.650.0000000;8.501.8700000;8.571.9800000;525
20200512;010000;8.574.1900000;8.683.6400000;8.534.9700000;8.614.4700000;660
20200512;020000;8.619.0000000;8.647.4300000;8.567.0400000;8.619.6800000;379
20200512;030000;8.625.3700000;8.691.2900000;8.601.0000000;8.643.2200000;339
20200512;040000;8.643.2200000;8.740.0000000;8.637.7100000;8.715.8500000;398
