<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230425;070000;27.415.0000000;27.445.0000000;27.353.0000000;27.362.0000000;21
20230425;080000;27.361.0000000;27.399.0000000;27.246.0000000;27.269.0000000;63
20230425;090000;27.260.0000000;27.432.0000000;27.197.0000000;27.429.0000000;49
20230425;100000;27.431.0000000;27.432.0000000;27.284.0000000;27.314.0000000;26
20230425;110000;27.317.0000000;27.347.0000000;27.291.0000000;27.332.0000000;31
20230425;120000;27.332.0000000;27.428.0000000;27.317.0000000;27.387.0000000;5
20230425;130000;27.396.0000000;27.468.0000000;27.353.0000000;27.380.0000000;12
20230425;140000;27.394.0000000;27.462.0000000;27.327.0000000;27.342.0000000;43
20230425;150000;27.342.0000000;27.385.0000000;27.218.0000000;27.291.0000000;24
20230425;160000;27.292.0000000;27.427.0000000;27.269.0000000;27.343.0000000;45
20230425;170000;27.342.0000000;27.417.0000000;27.317.0000000;27.393.0000000;0
20230425;180000;27.395.0000000;27.642.0000000;27.319.0000000;27.626.0000000;105
20230425;190000;27.626.0000000;27.779.0000000;27.565.0000000;27.590.0000000;117
20230425;200000;27.578.0000000;27.655.0000000;27.487.0000000;27.612.0000000;48
20230425;210000;27.629.0000000;28.047.0000000;27.625.0000000;27.985.0000000;171
20230425;220000;27.990.0000000;28.301.0000000;27.990.0000000;28.271.0000000;51
20230425;230000;28.280.0000000;28.392.0000000;28.212.0000000;28.245.0000000;21
20230426;000000;28.252.0000000;28.361.0000000;28.170.0000000;28.300.0000000;19
20230426;010000;28.306.0000000;28.474.0000000;28.276.0000000;28.311.0000000;52
20230426;020000;28.317.0000000;28.393.0000000;28.260.0000000;28.387.0000000;47
20230426;030000;28.396.0000000;28.408.0000000;28.355.0000000;28.396.0000000;0
20230426;040000;28.395.0000000;28.465.0000000;28.316.0000000;28.318.0000000;53
20230426;050000;28.314.0000000;28.379.0000000;28.308.0000000;28.333.0000000;5
20230426;060000;28.340.0000000;28.417.0000000;28.340.0000000;28.402.0000000;8
20230426;070000;28.410.0000000;28.570.0000000;28.354.0000000;28.400.0000000;89
20230426;080000;28.395.0000000;28.415.0000000;28.325.0000000;28.387.0000000;22
20230426;090000;28.389.0000000;28.770.0000000;28.379.0000000;28.740.0000000;154
20230426;100000;28.743.0000000;28.941.0000000;28.690.0000000;28.884.0000000;60
20230426;110000;28.883.0000000;29.107.0000000;28.792.0000000;29.015.0000000;87
20230426;120000;29.016.0000000;29.137.0000000;28.916.0000000;28.956.0000000;79
20230426;130000;28.971.0000000;29.997.0000000;28.971.0000000;29.967.0000000;346
20230426;140000;29.997.0000000;30.022.0000000;29.668.0000000;29.847.0000000;238
20230426;150000;29.858.0000000;29.883.0000000;29.532.0000000;29.706.0000000;139
20230426;160000;29.710.0000000;29.846.0000000;29.677.0000000;29.821.0000000;113
20230426;170000;29.821.0000000;29.889.0000000;29.727.0000000;29.796.0000000;42
20230426;180000;29.810.0000000;29.837.0000000;29.659.0000000;29.726.0000000;6
20230426;190000;29.718.0000000;29.796.0000000;29.709.0000000;29.732.0000000;2
20230426;200000;29.730.0000000;29.730.0000000;27.723.0000000;27.897.0000000;1.096
20230426;210000;27.891.0000000;28.427.0000000;27.242.0000000;28.427.0000000;904
20230426;220000;28.431.0000000;28.710.0000000;28.106.0000000;28.690.0000000;53
20230426;230000;28.698.0000000;28.740.0000000;28.190.0000000;28.312.0000000;91
20230427;000000;28.296.0000000;28.460.0000000;28.294.0000000;28.428.0000000;17
20230427;010000;28.427.0000000;29.483.0000000;28.389.0000000;29.258.0000000;238
20230427;020000;29.234.0000000;29.339.0000000;28.561.0000000;28.751.0000000;183
20230427;030000;28.780.0000000;29.100.0000000;28.780.0000000;29.044.0000000;26
20230427;040000;29.043.0000000;29.051.0000000;28.854.0000000;28.906.0000000;0
20230427;050000;28.898.0000000;29.154.0000000;28.883.0000000;29.123.0000000;26
20230427;060000;29.109.0000000;29.288.0000000;29.063.0000000;29.086.0000000;154
20230427;070000;29.098.0000000;29.098.0000000;28.663.0000000;28.821.0000000;126
20230427;080000;28.814.0000000;28.963.0000000;28.721.0000000;28.901.0000000;18
20230427;090000;28.901.0000000;29.100.0000000;28.789.0000000;28.962.0000000;84
20230427;100000;28.966.0000000;29.039.0000000;28.877.0000000;28.945.0000000;6
20230427;110000;28.942.0000000;29.042.0000000;28.905.0000000;28.994.0000000;2
20230427;120000;29.005.0000000;29.156.0000000;28.892.0000000;28.947.0000000;22
20230427;130000;28.954.0000000;29.069.0000000;28.683.0000000;28.873.0000000;253
20230427;140000;28.882.0000000;28.968.0000000;28.866.0000000;28.943.0000000;94
20230427;150000;28.945.0000000;29.100.0000000;28.945.0000000;28.981.0000000;36
20230427;160000;28.981.0000000;29.483.0000000;28.856.0000000;29.150.0000000;378
20230427;170000;29.150.0000000;29.210.0000000;29.024.0000000;29.137.0000000;0
20230427;180000;29.144.0000000;29.439.0000000;29.100.0000000;29.308.0000000;58
20230427;190000;29.313.0000000;29.887.0000000;29.237.0000000;29.783.0000000;175
20230427;200000;29.783.0000000;29.867.0000000;29.459.0000000;29.662.0000000;198
20230427;210000;29.701.0000000;29.768.0000000;29.483.0000000;29.637.0000000;81
20230427;220000;29.635.0000000;29.787.0000000;29.558.0000000;29.655.0000000;86
20230427;230000;29.645.0000000;29.670.0000000;29.285.0000000;29.398.0000000;177
20230428;000000;29.396.0000000;29.506.0000000;29.396.0000000;29.485.0000000;3
20230428;010000;29.486.0000000;29.568.0000000;29.371.0000000;29.566.0000000;61
20230428;020000;29.568.0000000;29.600.0000000;29.421.0000000;29.529.0000000;43
20230428;030000;29.526.0000000;29.553.0000000;29.393.0000000;29.396.0000000;3
20230428;040000;29.407.0000000;29.446.0000000;29.343.0000000;29.429.0000000;56
20230428;050000;29.432.0000000;29.546.0000000;29.422.0000000;29.507.0000000;1
20230428;060000;29.507.0000000;29.572.0000000;29.469.0000000;29.492.0000000;18
20230428;070000;29.493.0000000;29.524.0000000;29.408.0000000;29.486.0000000;17
20230428;080000;29.476.0000000;29.536.0000000;29.452.0000000;29.504.0000000;38
20230428;090000;29.506.0000000;29.510.0000000;29.167.0000000;29.264.0000000;132
20230428;100000;29.269.0000000;29.303.0000000;29.159.0000000;29.217.0000000;78
20230428;110000;29.209.0000000;29.360.0000000;29.189.0000000;29.275.0000000;11
20230428;120000;29.275.0000000;29.337.0000000;29.215.0000000;29.255.0000000;1
20230428;130000;29.254.0000000;29.462.0000000;29.212.0000000;29.244.0000000;118
20230428;140000;29.239.0000000;29.359.0000000;28.922.0000000;29.042.0000000;247
20230428;150000;29.038.0000000;29.312.0000000;29.019.0000000;29.098.0000000;339
20230428;160000;29.098.0000000;29.184.0000000;28.960.0000000;29.156.0000000;122
20230428;170000;29.155.0000000;29.311.0000000;29.124.0000000;29.286.0000000;19
20230428;180000;29.286.0000000;29.298.0000000;29.165.0000000;29.249.0000000;5
20230428;190000;29.250.0000000;29.269.0000000;29.131.0000000;29.262.0000000;9
20230428;200000;29.268.0000000;29.451.0000000;29.268.0000000;29.337.0000000;120
20230428;210000;29.338.0000000;29.425.0000000;29.314.0000000;29.354.0000000;7
20230428;220000;29.370.0000000;29.385.0000000;29.321.0000000;29.347.0000000;3
20230428;230000;29.353.0000000;29.454.0000000;29.343.0000000;29.368.0000000;3
20230429;000000;29.371.0000000;29.414.0000000;29.300.0000000;29.333.0000000;1
20230429;010000;29.339.0000000;29.376.0000000;29.227.0000000;29.272.0000000;56
20230429;020000;29.283.0000000;29.324.0000000;29.243.0000000;29.299.0000000;21
20230429;030000;29.301.0000000;29.419.0000000;29.297.0000000;29.408.0000000;25
20230429;040000;29.406.0000000;29.420.0000000;29.365.0000000;29.372.0000000;1
20230429;050000;29.374.0000000;29.460.0000000;29.365.0000000;29.389.0000000;8
20230429;060000;29.401.0000000;29.447.0000000;29.379.0000000;29.383.0000000;34
20230429;070000;29.391.0000000;29.405.0000000;29.317.0000000;29.352.0000000;14
20230429;080000;29.356.0000000;29.391.0000000;29.324.0000000;29.377.0000000;31
20230429;090000;29.374.0000000;29.384.0000000;29.303.0000000;29.341.0000000;9
20230429;100000;29.343.0000000;29.343.0000000;29.279.0000000;29.327.0000000;38
20230429;110000;29.327.0000000;29.339.0000000;29.268.0000000;29.292.0000000;10
20230429;120000;29.293.0000000;29.355.0000000;29.266.0000000;29.350.0000000;43
20230429;130000;29.356.0000000;29.362.0000000;29.308.0000000;29.308.0000000;21
20230429;140000;29.308.0000000;29.409.0000000;29.306.0000000;29.399.0000000;23
20230429;150000;29.407.0000000;29.412.0000000;29.348.0000000;29.360.0000000;20
20230429;160000;29.358.0000000;29.365.0000000;29.254.0000000;29.300.0000000;34
20230429;170000;29.295.0000000;29.322.0000000;29.277.0000000;29.305.0000000;1
20230429;180000;29.309.0000000;29.310.0000000;29.061.0000000;29.181.0000000;70
20230429;190000;29.181.0000000;29.236.0000000;29.151.0000000;29.206.0000000;13
20230429;200000;29.204.0000000;29.328.0000000;29.193.0000000;29.267.0000000;25
20230429;210000;29.262.0000000;29.288.0000000;29.233.0000000;29.252.0000000;22
20230429;220000;29.252.0000000;29.282.0000000;29.205.0000000;29.257.0000000;8
20230429;230000;29.256.0000000;29.258.0000000;29.198.0000000;29.229.0000000;6
20230430;000000;29.222.0000000;29.256.0000000;29.166.0000000;29.247.0000000;27
20230430;010000;29.252.0000000;29.253.0000000;29.151.0000000;29.151.0000000;20
20230430;020000;29.162.0000000;29.188.0000000;29.115.0000000;29.124.0000000;10
20230430;030000;29.119.0000000;29.201.0000000;29.118.0000000;29.200.0000000;21
20230430;040000;29.200.0000000;29.212.0000000;29.173.0000000;29.192.0000000;4
20230430;050000;29.201.0000000;29.234.0000000;29.196.0000000;29.234.0000000;15
20230430;060000;29.229.0000000;29.278.0000000;29.228.0000000;29.278.0000000;13
20230430;070000;29.280.0000000;29.296.0000000;29.256.0000000;29.296.0000000;7
20230430;080000;29.296.0000000;29.314.0000000;29.287.0000000;29.289.0000000;5
20230430;090000;29.292.0000000;29.356.0000000;29.265.0000000;29.291.0000000;56
20230430;100000;29.293.0000000;29.293.0000000;29.247.0000000;29.278.0000000;11
20230430;110000;29.278.0000000;29.330.0000000;29.212.0000000;29.243.0000000;42
20230430;120000;29.242.0000000;29.261.0000000;29.182.0000000;29.220.0000000;29
20230430;130000;29.218.0000000;29.268.0000000;29.208.0000000;29.258.0000000;21
20230430;140000;29.256.0000000;29.339.0000000;29.256.0000000;29.315.0000000;27
20230430;150000;29.315.0000000;29.447.0000000;29.274.0000000;29.413.0000000;68
20230430;160000;29.415.0000000;29.961.0000000;29.415.0000000;29.672.0000000;389
20230430;170000;29.694.0000000;29.875.0000000;29.650.0000000;29.727.0000000;106
20230430;180000;29.743.0000000;29.835.0000000;29.665.0000000;29.665.0000000;54
20230430;190000;29.660.0000000;29.689.0000000;29.543.0000000;29.589.0000000;51
20230430;200000;29.598.0000000;29.612.0000000;29.247.0000000;29.383.0000000;35
20230430;210000;29.374.0000000;29.374.0000000;29.188.0000000;29.353.0000000;62
20230430;220000;29.348.0000000;29.504.0000000;29.337.0000000;29.431.0000000;3
20230430;230000;29.430.0000000;29.449.0000000;29.379.0000000;29.392.0000000;3
20230501;000000;29.391.0000000;29.434.0000000;29.195.0000000;29.235.0000000;0
20230501;010000;29.254.0000000;29.344.0000000;29.232.0000000;29.320.0000000;33
20230501;020000;29.320.0000000;29.325.0000000;28.434.0000000;28.543.0000000;252
20230501;030000;28.515.0000000;28.684.0000000;28.439.0000000;28.561.0000000;78
20230501;040000;28.563.0000000;28.605.0000000;28.458.0000000;28.573.0000000;71
20230501;050000;28.564.0000000;28.594.0000000;28.500.0000000;28.563.0000000;24
20230501;060000;28.560.0000000;28.642.0000000;28.289.0000000;28.495.0000000;132
20230501;070000;28.494.0000000;28.603.0000000;28.463.0000000;28.603.0000000;28
20230501;080000;28.598.0000000;28.715.0000000;28.593.0000000;28.633.0000000;27
20230501;090000;28.637.0000000;28.641.0000000;28.554.0000000;28.587.0000000;48
20230501;100000;28.578.0000000;28.669.0000000;28.507.0000000;28.529.0000000;14
20230501;110000;28.529.0000000;28.573.0000000;28.498.0000000;28.558.0000000;16
20230501;120000;28.557.0000000;28.589.0000000;28.518.0000000;28.524.0000000;5
20230501;130000;28.528.0000000;28.612.0000000;28.455.0000000;28.591.0000000;39
20230501;140000;28.606.0000000;28.631.0000000;28.454.0000000;28.457.0000000;58
20230501;150000;28.458.0000000;28.576.0000000;28.317.0000000;28.471.0000000;151
20230501;160000;28.471.0000000;28.488.0000000;28.084.0000000;28.166.0000000;152
20230501;170000;28.182.0000000;28.368.0000000;28.023.0000000;28.352.0000000;257
20230501;180000;28.351.0000000;28.394.0000000;28.170.0000000;28.280.0000000;2
20230501;190000;28.279.0000000;28.290.0000000;28.077.0000000;28.176.0000000;22
20230501;200000;28.181.0000000;28.181.0000000;27.783.0000000;27.821.0000000;331
20230501;210000;27.809.0000000;27.912.0000000;27.666.0000000;27.696.0000000;77
20230501;220000;27.682.0000000;28.101.0000000;27.682.0000000;27.990.0000000;39
20230501;230000;27.995.0000000;28.138.0000000;27.954.0000000;28.027.0000000;107
20230502;000000;28.014.0000000;28.145.0000000;28.014.0000000;28.079.0000000;6
20230502;010000;28.079.0000000;28.141.0000000;27.983.0000000;28.058.0000000;0
20230502;020000;28.060.0000000;28.089.0000000;27.929.0000000;27.931.0000000;0
20230502;030000;27.941.0000000;28.030.0000000;27.933.0000000;28.007.0000000;0
20230502;040000;28.006.0000000;28.030.0000000;27.919.0000000;28.020.0000000;7
20230502;050000;28.024.0000000;28.029.0000000;27.921.0000000;27.922.0000000;43
20230502;060000;27.920.0000000;27.997.0000000;27.876.0000000;27.996.0000000;33
20230502;070000;27.992.0000000;28.014.0000000;27.968.0000000;27.997.0000000;11
20230502;080000;27.995.0000000;28.142.0000000;27.989.0000000;28.061.0000000;39
20230502;090000;28.056.0000000;28.125.0000000;28.020.0000000;28.030.0000000;48
20230502;100000;28.028.0000000;28.058.0000000;27.946.0000000;27.987.0000000;16
20230502;110000;27.982.0000000;28.050.0000000;27.965.0000000;28.019.0000000;10
20230502;120000;28.025.0000000;28.093.0000000;28.015.0000000;28.082.0000000;35
20230502;130000;28.087.0000000;28.256.0000000;28.000.0000000;28.109.0000000;60
20230502;140000;28.112.0000000;28.141.0000000;27.950.0000000;28.009.0000000;38
20230502;150000;28.009.0000000;28.621.0000000;27.923.0000000;28.375.0000000;409
20230502;160000;28.374.0000000;28.764.0000000;28.277.0000000;28.544.0000000;154
20230502;170000;28.544.0000000;28.623.0000000;28.461.0000000;28.477.0000000;15
20230502;180000;28.490.0000000;28.607.0000000;28.453.0000000;28.593.0000000;46
20230502;190000;28.602.0000000;28.804.0000000;28.555.0000000;28.735.0000000;1
20230502;200000;28.749.0000000;28.894.0000000;28.675.0000000;28.708.0000000;127
20230502;210000;28.705.0000000;28.807.0000000;28.653.0000000;28.695.0000000;26
20230502;220000;28.695.0000000;28.713.0000000;28.639.0000000;28.681.0000000;4
20230502;230000;28.680.0000000;28.836.0000000;28.674.0000000;28.756.0000000;16
20230503;000000;28.759.0000000;28.785.0000000;28.644.0000000;28.680.0000000;55
20230503;010000;28.682.0000000;28.708.0000000;28.509.0000000;28.523.0000000;30
20230503;020000;28.519.0000000;28.609.0000000;28.507.0000000;28.560.0000000;2
20230503;030000;28.556.0000000;28.561.0000000;28.360.0000000;28.469.0000000;31
20230503;140000;28.306.0000000;28.406.0000000;28.152.0000000;28.386.0000000;98
20230503;150000;28.381.0000000;28.396.0000000;28.138.0000000;28.213.0000000;83
20230503;160000;28.229.0000000;28.352.0000000;28.169.0000000;28.323.0000000;48
20230503;170000;28.322.0000000;28.499.0000000;28.260.0000000;28.486.0000000;132
20230503;180000;28.490.0000000;28.782.0000000;28.425.0000000;28.574.0000000;143
20230503;190000;28.573.0000000;28.777.0000000;28.245.0000000;28.457.0000000;457
20230503;200000;28.452.0000000;28.507.0000000;28.226.0000000;28.331.0000000;114
20230503;210000;28.324.0000000;28.584.0000000;28.297.0000000;28.530.0000000;84
20230503;220000;28.533.0000000;29.063.0000000;28.533.0000000;28.934.0000000;186
20230503;230000;28.949.0000000;29.276.0000000;28.946.0000000;29.132.0000000;126
20230504;000000;29.121.0000000;29.138.0000000;28.954.0000000;29.033.0000000;2
20230504;010000;29.043.0000000;29.118.0000000;28.969.0000000;29.055.0000000;15
20230504;020000;29.062.0000000;29.093.0000000;28.997.0000000;29.082.0000000;44
20230504;030000;29.086.0000000;29.194.0000000;29.009.0000000;29.074.0000000;82
20230504;040000;29.079.0000000;29.114.0000000;29.027.0000000;29.110.0000000;10
20230504;050000;29.114.0000000;29.129.0000000;29.076.0000000;29.111.0000000;0
20230504;060000;29.112.0000000;29.220.0000000;29.069.0000000;29.206.0000000;63
20230504;070000;29.215.0000000;29.242.0000000;29.106.0000000;29.177.0000000;13
20230504;080000;29.177.0000000;29.191.0000000;29.054.0000000;29.072.0000000;70
20230504;090000;29.072.0000000;29.121.0000000;28.999.0000000;29.107.0000000;14
20230504;100000;29.101.0000000;29.126.0000000;29.048.0000000;29.103.0000000;6
20230504;110000;29.106.0000000;29.378.0000000;29.075.0000000;29.251.0000000;89
20230504;120000;29.255.0000000;29.270.0000000;29.132.0000000;29.171.0000000;71
20230504;130000;29.174.0000000;29.245.0000000;29.002.0000000;29.066.0000000;69
20230504;140000;29.070.0000000;29.104.0000000;28.694.0000000;28.777.0000000;114
20230504;150000;28.773.0000000;28.940.0000000;28.750.0000000;28.785.0000000;170
20230504;160000;28.783.0000000;28.946.0000000;28.783.0000000;28.879.0000000;40
20230504;170000;28.882.0000000;28.980.0000000;28.820.0000000;28.938.0000000;14
20230504;180000;28.936.0000000;28.973.0000000;28.808.0000000;28.852.0000000;50
20230504;190000;28.852.0000000;28.865.0000000;28.691.0000000;28.811.0000000;33
20230504;200000;28.811.0000000;28.907.0000000;28.747.0000000;28.902.0000000;48
20230504;210000;28.907.0000000;28.932.0000000;28.828.0000000;28.884.0000000;8
20230504;220000;28.896.0000000;28.915.0000000;28.810.0000000;28.855.0000000;2
20230504;230000;28.858.0000000;28.867.0000000;28.767.0000000;28.796.0000000;51
20230505;000000;28.803.0000000;28.869.0000000;28.793.0000000;28.851.0000000;0
20230505;010000;28.860.0000000;28.971.0000000;28.841.0000000;28.947.0000000;43
20230505;020000;28.950.0000000;29.359.0000000;28.894.0000000;29.343.0000000;95
20230505;030000;29.348.0000000;29.529.0000000;29.222.0000000;29.258.0000000;111
20230505;040000;29.267.0000000;29.301.0000000;29.161.0000000;29.207.0000000;14
20230505;050000;29.211.0000000;29.292.0000000;29.200.0000000;29.250.0000000;1
20230505;060000;29.247.0000000;29.271.0000000;29.174.0000000;29.218.0000000;5
20230505;070000;29.224.0000000;29.243.0000000;29.151.0000000;29.184.0000000;10
20230505;080000;29.185.0000000;29.247.0000000;29.063.0000000;29.083.0000000;73
20230505;090000;29.082.0000000;29.135.0000000;29.061.0000000;29.076.0000000;17
20230505;100000;29.075.0000000;29.155.0000000;29.048.0000000;29.116.0000000;45
20230505;110000;29.116.0000000;29.149.0000000;29.089.0000000;29.132.0000000;1
20230505;120000;29.125.0000000;29.207.0000000;29.094.0000000;29.156.0000000;1
20230505;130000;29.177.0000000;29.276.0000000;28.832.0000000;28.967.0000000;255
20230505;140000;28.964.0000000;29.254.0000000;28.922.0000000;29.190.0000000;98
20230505;150000;29.190.0000000;29.456.0000000;29.135.0000000;29.300.0000000;88
20230505;160000;29.284.0000000;29.392.0000000;29.188.0000000;29.385.0000000;25
20230505;170000;29.393.0000000;29.701.0000000;29.393.0000000;29.606.0000000;132
20230505;180000;29.607.0000000;29.691.0000000;29.496.0000000;29.496.0000000;80
20230505;190000;29.491.0000000;29.579.0000000;29.352.0000000;29.422.0000000;92
20230505;200000;29.427.0000000;29.586.0000000;29.407.0000000;29.586.0000000;68
20230505;210000;29.589.0000000;29.613.0000000;29.489.0000000;29.532.0000000;4
20230505;220000;29.525.0000000;29.581.0000000;29.482.0000000;29.522.0000000;1
20230505;230000;29.515.0000000;29.674.0000000;29.510.0000000;29.622.0000000;15
20230506;000000;29.615.0000000;29.631.0000000;29.520.0000000;29.547.0000000;1
20230506;010000;29.537.0000000;29.851.0000000;29.523.0000000;29.703.0000000;87
20230506;020000;29.701.0000000;29.728.0000000;29.558.0000000;29.579.0000000;59
20230506;030000;29.586.0000000;29.587.0000000;29.497.0000000;29.505.0000000;4
20230506;040000;29.499.0000000;29.512.0000000;29.402.0000000;29.403.0000000;9
20230506;050000;29.403.0000000;29.446.0000000;29.380.0000000;29.389.0000000;6
20230506;060000;29.388.0000000;29.428.0000000;29.373.0000000;29.390.0000000;1
20230506;070000;29.382.0000000;29.423.0000000;29.311.0000000;29.423.0000000;66
20230506;080000;29.422.0000000;29.465.0000000;29.408.0000000;29.416.0000000;13
20230506;090000;29.416.0000000;29.419.0000000;29.205.0000000;29.386.0000000;109
20230506;100000;29.363.0000000;29.394.0000000;29.319.0000000;29.327.0000000;1
20230506;110000;29.323.0000000;29.358.0000000;29.247.0000000;29.281.0000000;36
20230506;120000;29.268.0000000;29.309.0000000;29.247.0000000;29.305.0000000;23
20230506;130000;29.309.0000000;29.310.0000000;29.061.0000000;29.142.0000000;68
20230506;140000;29.141.0000000;29.142.0000000;28.929.0000000;28.990.0000000;58
20230506;150000;28.977.0000000;28.977.0000000;28.619.0000000;28.656.0000000;87
20230506;160000;28.645.0000000;28.677.0000000;28.422.0000000;28.634.0000000;131
20230506;170000;28.628.0000000;28.770.0000000;28.596.0000000;28.760.0000000;11
20230506;180000;28.755.0000000;28.895.0000000;28.729.0000000;28.830.0000000;46
20230506;190000;28.829.0000000;29.018.0000000;28.829.0000000;28.971.0000000;47
20230506;200000;28.969.0000000;29.013.0000000;28.915.0000000;28.916.0000000;5
20230507;170000;28.963.0000000;28.988.0000000;28.862.0000000;28.988.0000000;45
20230507;180000;28.991.0000000;29.058.0000000;28.922.0000000;28.949.0000000;46
20230507;190000;28.944.0000000;28.999.0000000;28.905.0000000;28.905.0000000;7
20230507;200000;28.901.0000000;28.970.0000000;28.836.0000000;28.950.0000000;33
20230507;210000;28.957.0000000;28.991.0000000;28.930.0000000;28.957.0000000;3
20230507;220000;28.942.0000000;28.991.0000000;28.818.0000000;28.821.0000000;26
20230507;230000;28.818.0000000;28.893.0000000;28.784.0000000;28.784.0000000;10
20230508;000000;28.782.0000000;28.835.0000000;28.444.0000000;28.472.0000000;134
20230508;010000;28.485.0000000;28.667.0000000;28.410.0000000;28.608.0000000;68
20230508;020000;28.602.0000000;28.629.0000000;28.122.0000000;28.268.0000000;240
20230508;030000;28.269.0000000;28.342.0000000;28.179.0000000;28.328.0000000;29
20230508;040000;28.320.0000000;28.321.0000000;28.074.0000000;28.230.0000000;45
20230508;050000;28.228.0000000;28.269.0000000;28.153.0000000;28.160.0000000;11
20230508;060000;28.155.0000000;28.300.0000000;28.113.0000000;28.294.0000000;21
20230508;070000;28.298.0000000;28.298.0000000;28.174.0000000;28.213.0000000;0
20230508;080000;28.209.0000000;28.229.0000000;27.872.0000000;28.020.0000000;89
20230508;090000;28.019.0000000;28.023.0000000;27.617.0000000;27.749.0000000;81
20230508;100000;27.744.0000000;27.981.0000000;27.719.0000000;27.953.0000000;21
20230508;110000;27.963.0000000;27.990.0000000;27.905.0000000;27.972.0000000;52
20230508;120000;27.972.0000000;27.990.0000000;27.908.0000000;27.965.0000000;53
20230508;130000;27.967.0000000;27.974.0000000;27.776.0000000;27.799.0000000;30
20230508;140000;27.806.0000000;27.987.0000000;27.759.0000000;27.875.0000000;79
20230508;150000;27.879.0000000;28.000.0000000;27.709.0000000;27.990.0000000;132
20230508;160000;27.996.0000000;28.095.0000000;27.882.0000000;27.908.0000000;30
20230508;170000;27.907.0000000;27.953.0000000;27.857.0000000;27.891.0000000;8
20230508;180000;27.891.0000000;27.929.0000000;27.577.0000000;27.577.0000000;104
20230508;190000;27.577.0000000;27.628.0000000;27.317.0000000;27.497.0000000;362
20230508;200000;27.490.0000000;27.519.0000000;27.313.0000000;27.363.0000000;76
20230508;210000;27.358.0000000;27.570.0000000;27.290.0000000;27.560.0000000;76
20230508;220000;27.556.0000000;27.679.0000000;27.441.0000000;27.564.0000000;30
20230508;230000;27.570.0000000;27.680.0000000;27.553.0000000;27.678.0000000;2
20230509;000000;27.677.0000000;27.719.0000000;27.610.0000000;27.690.0000000;30
20230509;010000;27.688.0000000;27.689.0000000;27.564.0000000;27.601.0000000;0
20230509;020000;27.600.0000000;27.763.0000000;27.585.0000000;27.721.0000000;30
20230509;030000;27.721.0000000;27.721.0000000;27.602.0000000;27.634.0000000;37
20230509;170000;27.488.0000000;27.705.0000000;27.420.0000000;27.700.0000000;56
20230509;180000;27.709.0000000;27.753.0000000;27.583.0000000;27.626.0000000;72
20230509;190000;27.626.0000000;27.693.0000000;27.540.0000000;27.565.0000000;11
20230509;200000;27.567.0000000;27.723.0000000;27.504.0000000;27.723.0000000;60
20230509;210000;27.729.0000000;27.779.0000000;27.619.0000000;27.663.0000000;16
20230509;220000;27.655.0000000;27.668.0000000;27.603.0000000;27.613.0000000;33
20230509;230000;27.619.0000000;27.619.0000000;27.545.0000000;27.593.0000000;12
20230510;000000;27.598.0000000;27.676.0000000;27.593.0000000;27.650.0000000;0
20230510;010000;27.648.0000000;27.798.0000000;27.641.0000000;27.757.0000000;63
20230510;020000;27.764.0000000;27.855.0000000;27.690.0000000;27.713.0000000;46
20230510;030000;27.716.0000000;27.760.0000000;27.672.0000000;27.680.0000000;5
20230510;040000;27.690.0000000;27.735.0000000;27.669.0000000;27.700.0000000;0
20230510;050000;27.699.0000000;27.702.0000000;27.662.0000000;27.700.0000000;2
20230510;060000;27.699.0000000;27.728.0000000;27.664.0000000;27.666.0000000;2
20230510;070000;27.662.0000000;27.662.0000000;27.598.0000000;27.633.0000000;43
20230510;080000;27.634.0000000;27.653.0000000;27.544.0000000;27.552.0000000;18
20230510;090000;27.551.0000000;27.607.0000000;27.484.0000000;27.588.0000000;72
20230510;100000;27.587.0000000;27.613.0000000;27.555.0000000;27.581.0000000;3
20230510;110000;27.580.0000000;27.620.0000000;27.557.0000000;27.603.0000000;21
20230510;120000;27.602.0000000;27.686.0000000;27.602.0000000;27.686.0000000;57
20230510;130000;27.688.0000000;28.196.0000000;27.651.0000000;28.192.0000000;518
20230510;140000;28.196.0000000;28.328.0000000;28.044.0000000;28.172.0000000;264
20230510;150000;28.190.0000000;28.260.0000000;28.074.0000000;28.085.0000000;103
20230510;160000;28.119.0000000;28.226.0000000;28.099.0000000;28.170.0000000;41
20230510;170000;28.181.0000000;28.311.0000000;28.163.0000000;28.199.0000000;30
20230510;180000;28.214.0000000;28.229.0000000;26.842.0000000;27.495.0000000;615
20230510;190000;27.523.0000000;27.543.0000000;27.386.0000000;27.451.0000000;5
20230510;200000;27.435.0000000;27.800.0000000;27.415.0000000;27.717.0000000;45
20230510;210000;27.702.0000000;28.000.0000000;27.678.0000000;27.890.0000000;61
20230510;220000;27.878.0000000;27.879.0000000;27.300.0000000;27.527.0000000;131
20230510;230000;27.526.0000000;27.721.0000000;27.511.0000000;27.699.0000000;2
20230511;000000;27.693.0000000;27.723.0000000;27.607.0000000;27.618.0000000;30
20230511;010000;27.624.0000000;27.640.0000000;27.446.0000000;27.537.0000000;20
20230511;020000;27.536.0000000;27.603.0000000;27.495.0000000;27.573.0000000;4
20230511;030000;27.576.0000000;27.600.0000000;27.517.0000000;27.521.0000000;0
20230511;040000;27.517.0000000;27.517.0000000;27.395.0000000;27.468.0000000;26
20230511;050000;27.461.0000000;27.515.0000000;27.424.0000000;27.515.0000000;0
